name,url
ca-bc_Squamish-Transit,https://routing.spline.de/gtfs/ca-bc_Squamish-Transit.gtfs.zip
ca-bc_Sunshine-Coast-Transit,https://routing.spline.de/gtfs/ca-bc_Sunshine-Coast-Transit.gtfs.zip
ca-bc_TransLink,https://routing.spline.de/gtfs/ca-bc_TransLink.gtfs.zip
ca-bc_Victoria-Transit,https://routing.spline.de/gtfs/ca-bc_Victoria-Transit.gtfs.zip
ca-bc_West-Kootenay-Transit,https://routing.spline.de/gtfs/ca-bc_West-Kootenay-Transit.gtfs.zip
ca-bc_Whistler-Transit,https://routing.spline.de/gtfs/ca-bc_Whistler-Transit.gtfs.zip
ca-on_Barrie-Transit,https://routing.spline.de/gtfs/ca-on_Barrie-Transit.gtfs.zip
ca-on_Belleville-Transit,https://routing.spline.de/gtfs/ca-on_Belleville-Transit.gtfs.zip
ca-on_Brampton-Transit,https://routing.spline.de/gtfs/ca-on_Brampton-Transit.gtfs.zip
ca-on_Chatham-Kent-Transit,https://routing.spline.de/gtfs/ca-on_Chatham-Kent-Transit.gtfs.zip
ca-on_Cornwall-Transit,https://routing.spline.de/gtfs/ca-on_Cornwall-Transit.gtfs.zip
ca-on_Durham-Region-Transit,https://routing.spline.de/gtfs/ca-on_Durham-Region-Transit.gtfs.zip
ca-on_Grand-River-Transit,https://routing.spline.de/gtfs/ca-on_Grand-River-Transit.gtfs.zip
ca-on_Greater-Sudbury-Transit,https://routing.spline.de/gtfs/ca-on_Greater-Sudbury-Transit.gtfs.zip
ca-on_Guelph-Transit,https://routing.spline.de/gtfs/ca-on_Guelph-Transit.gtfs.zip
ca-on_Kingston-Transit,https://routing.spline.de/gtfs/ca-on_Kingston-Transit.gtfs.zip
ca-on_Lindsay-Transit,https://routing.spline.de/gtfs/ca-on_Lindsay-Transit.gtfs.zip
ca-on_Metrolinx-gotransit,https://routing.spline.de/gtfs/ca-on_Metrolinx-gotransit.gtfs.zip
ca-on_MiWay,https://routing.spline.de/gtfs/ca-on_MiWay.gtfs.zip
ca-on_Mid-Pen-Transit,https://routing.spline.de/gtfs/ca-on_Mid-Pen-Transit.gtfs.zip
ca-on_Middlesex-County-Connect,https://routing.spline.de/gtfs/ca-on_Middlesex-County-Connect.gtfs.zip
ca-on_Milton-Transit,https://routing.spline.de/gtfs/ca-on_Milton-Transit.gtfs.zip
ca-on_North-Bay-Transit,https://routing.spline.de/gtfs/ca-on_North-Bay-Transit.gtfs.zip
ca-on_OCTranspo,https://routing.spline.de/gtfs/ca-on_OCTranspo.gtfs.zip
ca-on_Oakville-Transit,https://routing.spline.de/gtfs/ca-on_Oakville-Transit.gtfs.zip
ca-on_Ontario-Northland,https://routing.spline.de/gtfs/ca-on_Ontario-Northland.gtfs.zip
ca-on_Orangeville-Transit,https://routing.spline.de/gtfs/ca-on_Orangeville-Transit.gtfs.zip
ca-on_Orillia-Transit,https://routing.spline.de/gtfs/ca-on_Orillia-Transit.gtfs.zip
ca-on_PCConnect,https://routing.spline.de/gtfs/ca-on_PCConnect.gtfs.zip
ca-on_Railway-City-Transit,https://routing.spline.de/gtfs/ca-on_Railway-City-Transit.gtfs.zip
ca-on_Ride-Norfolk,https://routing.spline.de/gtfs/ca-on_Ride-Norfolk.gtfs.zip
ca-on_Sarnia-Transit,https://routing.spline.de/gtfs/ca-on_Sarnia-Transit.gtfs.zip
ca-on_Sault-Ste-Marie-Transit,https://routing.spline.de/gtfs/ca-on_Sault-Ste-Marie-Transit.gtfs.zip
ca-on_Simcoe-County-LINX,https://routing.spline.de/gtfs/ca-on_Simcoe-County-LINX.gtfs.zip
ca-on_Stratford-Transit,https://routing.spline.de/gtfs/ca-on_Stratford-Transit.gtfs.zip
ca-on_TTC,https://routing.spline.de/gtfs/ca-on_TTC.gtfs.zip
ca-on_Temiskaming-Transit,https://routing.spline.de/gtfs/ca-on_Temiskaming-Transit.gtfs.zip
ca-on_Thunder-Bay-Transit,https://routing.spline.de/gtfs/ca-on_Thunder-Bay-Transit.gtfs.zip
ca-on_Timmins-Transit,https://routing.spline.de/gtfs/ca-on_Timmins-Transit.gtfs.zip
ca-on_Transit-Windsor,https://routing.spline.de/gtfs/ca-on_Transit-Windsor.gtfs.zip
ca-on_UP-Express,https://routing.spline.de/gtfs/ca-on_UP-Express.gtfs.zip
ca-qc_Exo-citchambly-richelieu-carignan,https://routing.spline.de/gtfs/ca-qc_Exo-citchambly-richelieu-carignan.gtfs.zip
ca-qc_Exo-citduhaut-saint-laurent,https://routing.spline.de/gtfs/ca-qc_Exo-citduhaut-saint-laurent.gtfs.zip
ca-qc_Exo-citlapresqu%C3%AEle,https://routing.spline.de/gtfs/ca-qc_Exo-citlapresqu%C3%AEle.gtfs.zip
ca-qc_Exo-citlaurentides,https://routing.spline.de/gtfs/ca-qc_Exo-citlaurentides.gtfs.zip
ca-qc_Exo-citsud,https://routing.spline.de/gtfs/ca-qc_Exo-citsud.gtfs.zip
ca-qc_Exo-citvall%C3%A9e-du-richelieu,https://routing.spline.de/gtfs/ca-qc_Exo-citvall%C3%A9e-du-richelieu.gtfs.zip
ca-qc_Exo-mrcdelassomption,https://routing.spline.de/gtfs/ca-qc_Exo-mrcdelassomption.gtfs.zip
ca-qc_Exo-mrclesmoulinsurbis,https://routing.spline.de/gtfs/ca-qc_Exo-mrclesmoulinsurbis.gtfs.zip
ca-qc_Exo-omitsainte-julie,https://routing.spline.de/gtfs/ca-qc_Exo-omitsainte-julie.gtfs.zip
ca-qc_Exo-reseaudetransportmetropolitain,https://routing.spline.de/gtfs/ca-qc_Exo-reseaudetransportmetropolitain.gtfs.zip
ca-qc_Exo-richelain-roussillon,https://routing.spline.de/gtfs/ca-qc_Exo-richelain-roussillon.gtfs.zip
ca-qc_Exo-varannes,https://routing.spline.de/gtfs/ca-qc_Exo-varannes.gtfs.zip
ca-qc_RTC,https://routing.spline.de/gtfs/ca-qc_RTC.gtfs.zip
ca-qc_RTL,https://routing.spline.de/gtfs/ca-qc_RTL.gtfs.zip
ca-qc_STLevis,https://routing.spline.de/gtfs/ca-qc_STLevis.gtfs.zip
ca-qc_STM,https://routing.spline.de/gtfs/ca-qc_STM.gtfs.zip
ca-qc_STO,https://routing.spline.de/gtfs/ca-qc_STO.gtfs.zip
ca-qc_STS-Sherbrooke,https://routing.spline.de/gtfs/ca-qc_STS-Sherbrooke.gtfs.zip
ca-qc_STTR,https://routing.spline.de/gtfs/ca-qc_STTR.gtfs.zip
ca_Brandon-Transit,https://routing.spline.de/gtfs/ca_Brandon-Transit.gtfs.zip
ca_Calgary-Transit,https://routing.spline.de/gtfs/ca_Calgary-Transit.gtfs.zip
ca_Codiac-Transit,https://routing.spline.de/gtfs/ca_Codiac-Transit.gtfs.zip
ca_Cold-Lake-Transit,https://routing.spline.de/gtfs/ca_Cold-Lake-Transit.gtfs.zip
ca_Edmonton-Transit-Service,https://routing.spline.de/gtfs/ca_Edmonton-Transit-Service.gtfs.zip
ca_Fredericton-Transit,https://routing.spline.de/gtfs/ca_Fredericton-Transit.gtfs.zip
ca_Grande-Prairie-Transit,https://routing.spline.de/gtfs/ca_Grande-Prairie-Transit.gtfs.zip
ca_Halifax-Transit,https://routing.spline.de/gtfs/ca_Halifax-Transit.gtfs.zip
ca_Lethbridge-Transit,https://routing.spline.de/gtfs/ca_Lethbridge-Transit.gtfs.zip
ca_Medicine-Hat-Transit,https://routing.spline.de/gtfs/ca_Medicine-Hat-Transit.gtfs.zip
ca_Metrobus-Transit,https://routing.spline.de/gtfs/ca_Metrobus-Transit.gtfs.zip
ca_Prince-Albert-Transit,https://routing.spline.de/gtfs/ca_Prince-Albert-Transit.gtfs.zip
ca_Red-Deer-Transit,https://routing.spline.de/gtfs/ca_Red-Deer-Transit.gtfs.zip
ca_Regina-Transit,https://routing.spline.de/gtfs/ca_Regina-Transit.gtfs.zip
ca_Roam-Transit,https://routing.spline.de/gtfs/ca_Roam-Transit.gtfs.zip
ca_Saint-John-Transit,https://routing.spline.de/gtfs/ca_Saint-John-Transit.gtfs.zip
ca_Saskatoon-Transit,https://routing.spline.de/gtfs/ca_Saskatoon-Transit.gtfs.zip
ca_T3-Transit,https://routing.spline.de/gtfs/ca_T3-Transit.gtfs.zip
ca_Viarail,https://routing.spline.de/gtfs/ca_Viarail.gtfs.zip
ca_Whitehorse-Transit,https://routing.spline.de/gtfs/ca_Whitehorse-Transit.gtfs.zip
ca_Winnipeg-Transit,https://routing.spline.de/gtfs/ca_Winnipeg-Transit.gtfs.zip
ca_Wood-Buffalo-Transit,https://routing.spline.de/gtfs/ca_Wood-Buffalo-Transit.gtfs.zip
ch_opentransportdataswiss,https://routing.spline.de/gtfs/ch_opentransportdataswiss.gtfs.zip
ch_opentransportdataswiss25,https://routing.spline.de/gtfs/ch_opentransportdataswiss25.gtfs.zip
co_transmilenio,https://routing.spline.de/gtfs/co_transmilenio.gtfs.zip
cy_EMEL,https://routing.spline.de/gtfs/cy_EMEL.gtfs.zip
cy_Intercity,https://routing.spline.de/gtfs/cy_Intercity.gtfs.zip
cy_LPT,https://routing.spline.de/gtfs/cy_LPT.gtfs.zip
cy_NPT,https://routing.spline.de/gtfs/cy_NPT.gtfs.zip
cy_OSEA-Famagusta,https://routing.spline.de/gtfs/cy_OSEA-Famagusta.gtfs.zip
cy_Osypa-Pafos,https://routing.spline.de/gtfs/cy_Osypa-Pafos.gtfs.zip
cz_CZPTT,https://routing.spline.de/gtfs/cz_CZPTT.gtfs.zip
cz_DPMLJ,https://routing.spline.de/gtfs/cz_DPMLJ.gtfs.zip
cz_DPMO,https://routing.spline.de/gtfs/cz_DPMO.gtfs.zip
cz_IDS-JMK,https://routing.spline.de/gtfs/cz_IDS-JMK.gtfs.zip
cz_PID,https://routing.spline.de/gtfs/cz_PID.gtfs.zip
de_DELFI,https://routing.spline.de/gtfs/de_DELFI.gtfs.zip
dk_rejseplanen,https://routing.spline.de/gtfs/dk_rejseplanen.gtfs.zip
ee_peatus,https://routing.spline.de/gtfs/ee_peatus.gtfs.zip
es_AECFA-slots,https://routing.spline.de/gtfs/es_AECFA-slots.gtfs.zip
es_ALSA-autobuses,https://routing.spline.de/gtfs/es_ALSA-autobuses.gtfs.zip
es_Alavabus,https://routing.spline.de/gtfs/es_Alavabus.gtfs.zip
es_Autobus-Madrid-Aranda-de-Duero-Burgo-de-Osma,https://routing.spline.de/gtfs/es_Autobus-Madrid-Aranda-de-Duero-Burgo-de-Osma.gtfs.zip
es_Autobuses-Empresa-Casas,https://routing.spline.de/gtfs/es_Autobuses-Empresa-Casas.gtfs.zip
es_Autobuses-Junta-de-Extremadura,https://routing.spline.de/gtfs/es_Autobuses-Junta-de-Extremadura.gtfs.zip
es_Autobuses-La-Uni%C3%B3n-%28ALU%29,https://routing.spline.de/gtfs/es_Autobuses-La-Uni%C3%B3n-%28ALU%29.gtfs.zip
es_Autobuses-Samar,https://routing.spline.de/gtfs/es_Autobuses-Samar.gtfs.zip
es_Autobuses-Sarbus-%E2%80%93-La-Vallesana,https://routing.spline.de/gtfs/es_Autobuses-Sarbus-%E2%80%93-La-Vallesana.gtfs.zip
es_Autobuses-TCC-Barcelona,https://routing.spline.de/gtfs/es_Autobuses-TCC-Barcelona.gtfs.zip
es_Autobuses-Urbanos-Dos-Hermanas,https://routing.spline.de/gtfs/es_Autobuses-Urbanos-Dos-Hermanas.gtfs.zip
es_Autobuses-Urbanos-de-Ciudad-Real,https://routing.spline.de/gtfs/es_Autobuses-Urbanos-de-Ciudad-Real.gtfs.zip
es_Autobuses-Xunta-de-Galicia,https://routing.spline.de/gtfs/es_Autobuses-Xunta-de-Galicia.gtfs.zip
es_Autobuses-interurbanos-de-la-Comunidad-de-Madrid,https://routing.spline.de/gtfs/es_Autobuses-interurbanos-de-la-Comunidad-de-Madrid.gtfs.zip
es_Autobuses-urbanos-de-Alicante,https://routing.spline.de/gtfs/es_Autobuses-urbanos-de-Alicante.gtfs.zip
es_Autobuses-urbanos-de-San-Vicente-del-Raspeig,https://routing.spline.de/gtfs/es_Autobuses-urbanos-de-San-Vicente-del-Raspeig.gtfs.zip
es_Autobusos-de-Lleida,https://routing.spline.de/gtfs/es_Autobusos-de-Lleida.gtfs.zip
es_Autob%C3%BAs-Comarca-de-Pamplona,https://routing.spline.de/gtfs/es_Autob%C3%BAs-Comarca-de-Pamplona.gtfs.zip
es_Autob%C3%BAs-Principado-de-Asturias,https://routing.spline.de/gtfs/es_Autob%C3%BAs-Principado-de-Asturias.gtfs.zip
es_Autob%C3%BAs-de-la-isla-de-Ibiza,https://routing.spline.de/gtfs/es_Autob%C3%BAs-de-la-isla-de-Ibiza.gtfs.zip
es_Autob%C3%BAs-de-la-isla-de-Menorca,https://routing.spline.de/gtfs/es_Autob%C3%BAs-de-la-isla-de-Menorca.gtfs.zip
es_Autob%C3%BAs-en-Cantabria,https://routing.spline.de/gtfs/es_Autob%C3%BAs-en-Cantabria.gtfs.zip
es_Autob%C3%BAs-interurbano-Comunidad-Valenciana,https://routing.spline.de/gtfs/es_Autob%C3%BAs-interurbano-Comunidad-Valenciana.gtfs.zip
es_Autob%C3%BAs-interurbano-de-Catalu%C3%B1a,https://routing.spline.de/gtfs/es_Autob%C3%BAs-interurbano-de-Catalu%C3%B1a.gtfs.zip
es_Autob%C3%BAs-interurbano-de-Navarra,https://routing.spline.de/gtfs/es_Autob%C3%BAs-interurbano-de-Navarra.gtfs.zip
es_Autob%C3%BAs-interurbano-de-Tenerife,https://routing.spline.de/gtfs/es_Autob%C3%BAs-interurbano-de-Tenerife.gtfs.zip
es_Autob%C3%BAs-metropolitano-Barcelona,https://routing.spline.de/gtfs/es_Autob%C3%BAs-metropolitano-Barcelona.gtfs.zip
es_Autob%C3%BAs-urbano-de-Castell%C3%B3n-de-la-Plana,https://routing.spline.de/gtfs/es_Autob%C3%BAs-urbano-de-Castell%C3%B3n-de-la-Plana.gtfs.zip
es_Autob%C3%BAs-urbano-de-C%C3%A1ceres,https://routing.spline.de/gtfs/es_Autob%C3%BAs-urbano-de-C%C3%A1ceres.gtfs.zip
es_Autob%C3%BAs-urbano-de-C%C3%B3rdoba,https://routing.spline.de/gtfs/es_Autob%C3%BAs-urbano-de-C%C3%B3rdoba.gtfs.zip
es_Autob%C3%BAs-urbano-de-Fuengirola,https://routing.spline.de/gtfs/es_Autob%C3%BAs-urbano-de-Fuengirola.gtfs.zip
es_Autob%C3%BAs-urbano-de-Girona,https://routing.spline.de/gtfs/es_Autob%C3%BAs-urbano-de-Girona.gtfs.zip
es_Autob%C3%BAs-urbano-de-Granada,https://routing.spline.de/gtfs/es_Autob%C3%BAs-urbano-de-Granada.gtfs.zip
es_Autob%C3%BAs-urbano-de-Huesca,https://routing.spline.de/gtfs/es_Autob%C3%BAs-urbano-de-Huesca.gtfs.zip
es_Autob%C3%BAs-urbano-de-Las-Palmas-de-Gran-Canaria,https://routing.spline.de/gtfs/es_Autob%C3%BAs-urbano-de-Las-Palmas-de-Gran-Canaria.gtfs.zip
es_Autob%C3%BAs-urbano-de-Madrid-%28CRTM%29,https://routing.spline.de/gtfs/es_Autob%C3%BAs-urbano-de-Madrid-%28CRTM%29.gtfs.zip
es_Autob%C3%BAs-urbano-de-Madrid,https://routing.spline.de/gtfs/es_Autob%C3%BAs-urbano-de-Madrid.gtfs.zip
es_Autob%C3%BAs-urbano-de-Matar%C3%B3,https://routing.spline.de/gtfs/es_Autob%C3%BAs-urbano-de-Matar%C3%B3.gtfs.zip
es_Autob%C3%BAs-urbano-de-M%C3%A1laga,https://routing.spline.de/gtfs/es_Autob%C3%BAs-urbano-de-M%C3%A1laga.gtfs.zip
es_Autob%C3%BAs-urbano-de-Ourense,https://routing.spline.de/gtfs/es_Autob%C3%BAs-urbano-de-Ourense.gtfs.zip
es_Autob%C3%BAs-urbano-de-Palma-de-Mallorca,https://routing.spline.de/gtfs/es_Autob%C3%BAs-urbano-de-Palma-de-Mallorca.gtfs.zip
es_Autob%C3%BAs-urbano-de-Soria,https://routing.spline.de/gtfs/es_Autob%C3%BAs-urbano-de-Soria.gtfs.zip
es_Autob%C3%BAs-urbano-de-Tarrasa,https://routing.spline.de/gtfs/es_Autob%C3%BAs-urbano-de-Tarrasa.gtfs.zip
es_Autob%C3%BAs-urbano-de-Valencia,https://routing.spline.de/gtfs/es_Autob%C3%BAs-urbano-de-Valencia.gtfs.zip
es_Autob%C3%BAs-urbano-de-Valladolid,https://routing.spline.de/gtfs/es_Autob%C3%BAs-urbano-de-Valladolid.gtfs.zip
es_Autob%C3%BAs-urbano-de-la-Coru%C3%B1a,https://routing.spline.de/gtfs/es_Autob%C3%BAs-urbano-de-la-Coru%C3%B1a.gtfs.zip
es_Autob%C3%BAs-urbano-de-%C3%81vila,https://routing.spline.de/gtfs/es_Autob%C3%BAs-urbano-de-%C3%81vila.gtfs.zip
es_Autob%C3%BAs-y-tranv%C3%ADa-de-Sevilla,https://routing.spline.de/gtfs/es_Autob%C3%BAs-y-tranv%C3%ADa-de-Sevilla.gtfs.zip
es_Autocares-Autocorb,https://routing.spline.de/gtfs/es_Autocares-Autocorb.gtfs.zip
es_Autocares-Baraza,https://routing.spline.de/gtfs/es_Autocares-Baraza.gtfs.zip
es_Bilbobus,https://routing.spline.de/gtfs/es_Bilbobus.gtfs.zip
es_Bizkaibus,https://routing.spline.de/gtfs/es_Bizkaibus.gtfs.zip
es_Bus-urbano-de-Segovia,https://routing.spline.de/gtfs/es_Bus-urbano-de-Segovia.gtfs.zip
es_Cercan%C3%ADas-Madrid,https://routing.spline.de/gtfs/es_Cercan%C3%ADas-Madrid.gtfs.zip
es_Cercan%C3%ADas-Renfe,https://routing.spline.de/gtfs/es_Cercan%C3%ADas-Renfe.gtfs.zip
es_Donostiabus-%28Dbus%29,https://routing.spline.de/gtfs/es_Donostiabus-%28Dbus%29.gtfs.zip
es_EMT-Tarragona,https://routing.spline.de/gtfs/es_EMT-Tarragona.gtfs.zip
es_Euskotren,https://routing.spline.de/gtfs/es_Euskotren.gtfs.zip
es_Ferrocarriles-de-la-Generalitat-de-Catalu%C3%B1a,https://routing.spline.de/gtfs/es_Ferrocarriles-de-la-Generalitat-de-Catalu%C3%B1a.gtfs.zip
es_Ferry-Bale%C3%A0ria,https://routing.spline.de/gtfs/es_Ferry-Bale%C3%A0ria.gtfs.zip
es_Ferry-Fred.Olsen,https://routing.spline.de/gtfs/es_Ferry-Fred.Olsen.gtfs.zip
es_Feve,https://routing.spline.de/gtfs/es_Feve.gtfs.zip
es_Funicular-de-Artxanda,https://routing.spline.de/gtfs/es_Funicular-de-Artxanda.gtfs.zip
es_Lurraldebus-Arrasate,https://routing.spline.de/gtfs/es_Lurraldebus-Arrasate.gtfs.zip
es_Lurraldebus-Eibar,https://routing.spline.de/gtfs/es_Lurraldebus-Eibar.gtfs.zip
es_Lurraldebus-Ekialdebus,https://routing.spline.de/gtfs/es_Lurraldebus-Ekialdebus.gtfs.zip
es_Lurraldebus-Euskotren-bus,https://routing.spline.de/gtfs/es_Lurraldebus-Euskotren-bus.gtfs.zip
es_Lurraldebus-Goierrialdea,https://routing.spline.de/gtfs/es_Lurraldebus-Goierrialdea.gtfs.zip
es_Lurraldebus-Guipuzcoana,https://routing.spline.de/gtfs/es_Lurraldebus-Guipuzcoana.gtfs.zip
es_Lurraldebus-Hernani,https://routing.spline.de/gtfs/es_Lurraldebus-Hernani.gtfs.zip
es_Lurraldebus-Lasarte,https://routing.spline.de/gtfs/es_Lurraldebus-Lasarte.gtfs.zip
es_Lurraldebus-Oiartzun,https://routing.spline.de/gtfs/es_Lurraldebus-Oiartzun.gtfs.zip
es_Lurraldebus-Pesa,https://routing.spline.de/gtfs/es_Lurraldebus-Pesa.gtfs.zip
es_Lurraldebus-Renter%C3%ADa,https://routing.spline.de/gtfs/es_Lurraldebus-Renter%C3%ADa.gtfs.zip
es_Lurraldebus-TBH-%28Interurbano-Tolosa-Buruntzaldea%29,https://routing.spline.de/gtfs/es_Lurraldebus-TBH-%28Interurbano-Tolosa-Buruntzaldea%29.gtfs.zip
es_Lurraldebus-Tolosaldea,https://routing.spline.de/gtfs/es_Lurraldebus-Tolosaldea.gtfs.zip
es_Lurraldebus-Zarautz,https://routing.spline.de/gtfs/es_Lurraldebus-Zarautz.gtfs.zip
es_Lurraldebus-auif,https://routing.spline.de/gtfs/es_Lurraldebus-auif.gtfs.zip
es_Metro-Bilbao,https://routing.spline.de/gtfs/es_Metro-Bilbao.gtfs.zip
es_Metro-Ligero-y-Tranv%C3%ADa-Comunidad-de-Madrid,https://routing.spline.de/gtfs/es_Metro-Ligero-y-Tranv%C3%ADa-Comunidad-de-Madrid.gtfs.zip
es_Metro-de-Granada,https://routing.spline.de/gtfs/es_Metro-de-Granada.gtfs.zip
es_Metro-de-Madrid,https://routing.spline.de/gtfs/es_Metro-de-Madrid.gtfs.zip
es_Metro-de-M%C3%A1laga,https://routing.spline.de/gtfs/es_Metro-de-M%C3%A1laga.gtfs.zip
es_Metro-de-Sevilla,https://routing.spline.de/gtfs/es_Metro-de-Sevilla.gtfs.zip
es_Metro-de-Valencia,https://routing.spline.de/gtfs/es_Metro-de-Valencia.gtfs.zip
es_Metrotenerife,https://routing.spline.de/gtfs/es_Metrotenerife.gtfs.zip
es_Ouigo,https://routing.spline.de/gtfs/es_Ouigo.gtfs.zip
es_Pujol-autobuses,https://routing.spline.de/gtfs/es_Pujol-autobuses.gtfs.zip
es_RENFE---Media%2C-Larga-Distancia-y-AVE,https://routing.spline.de/gtfs/es_RENFE---Media%2C-Larga-Distancia-y-AVE.gtfs.zip
es_Reus-Transport,https://routing.spline.de/gtfs/es_Reus-Transport.gtfs.zip
es_Salamanca-de-Transportes-S.A.-,https://routing.spline.de/gtfs/es_Salamanca-de-Transportes-S.A.-.gtfs.zip
es_Sarfa-autobuses,https://routing.spline.de/gtfs/es_Sarfa-autobuses.gtfs.zip
es_Transbordador-Puente-Bizkaia,https://routing.spline.de/gtfs/es_Transbordador-Puente-Bizkaia.gtfs.zip
es_Transporte-metropolitano-Andaluc%C3%ADa,https://routing.spline.de/gtfs/es_Transporte-metropolitano-Andaluc%C3%ADa.gtfs.zip
es_Transporte-metropolitano-de-Barcelona-%28Bus-y-Metro%29,https://routing.spline.de/gtfs/es_Transporte-metropolitano-de-Barcelona-%28Bus-y-Metro%29.gtfs.zip
es_Transporte-p%C3%BAblico-de-la-Isla-de-Mallorca,https://routing.spline.de/gtfs/es_Transporte-p%C3%BAblico-de-la-Isla-de-Mallorca.gtfs.zip
es_Transporte-urbano-de-Zaragoza,https://routing.spline.de/gtfs/es_Transporte-urbano-de-Zaragoza.gtfs.zip
es_Transportes-Urbanos-de-Santander,https://routing.spline.de/gtfs/es_Transportes-Urbanos-de-Santander.gtfs.zip
es_Transportes-Urbanos-de-Vitoria-%28TUVISA%29,https://routing.spline.de/gtfs/es_Transportes-Urbanos-de-Vitoria-%28TUVISA%29.gtfs.zip
es_Transportes-de-Murcia,https://routing.spline.de/gtfs/es_Transportes-de-Murcia.gtfs.zip
